dataset,dataset_label,model,metric,metric_label,higher_is_better,raw_value,performance_percentile,dataset_consensus_rank,filtered_rank,global_rank
Veltri_test,Veltri test,AMPsorter,ECE,ECE,False,0.07174371582384047,0.6666666666666666,10.0,3,6
Veltri_test,Veltri test,pepnet_fast,ECE,ECE,False,0.11404738154613463,0.4666666666666667,8.0,4,7
Veltri_test,Veltri test,macrel,ECE,ECE,False,0.10117788861180382,0.5333333333333333,3.0,5,8
Veltri_test,Veltri test,esm-AxP-GDL,ECE,ECE,False,0.22004583787910004,0.26666666666666666,12.0,6,9
Veltri_test,Veltri test,ascan2,ECE,ECE,False,0.03929883624272654,0.8666666666666667,1.0,7,10
Veltri_test,Veltri test,ai4amp,ECE,ECE,False,0.02390016625103908,1.0,6.0,8,11
Veltri_test,Veltri test,lstm,ECE,ECE,False,0.1190462177888612,0.4,9.0,9,12
Veltri_test,Veltri test,apin,ECE,ECE,False,0.039650623441396526,0.8,4.0,10,13
Veltri_test,Veltri test,amPEPpy,ECE,ECE,False,0.20976816292601835,0.3333333333333333,11.0,11,14
Veltri_test,Veltri test,iampcn,ECE,ECE,False,0.40043192019950113,0.2,13.0,12,15
Veltri_test,Veltri test,ampir,ECE,ECE,False,0.08902319201995015,0.6,7.0,13,16
Veltri_test,Veltri test,apex1.1,ECE,ECE,False,0.4979218620116376,0.06666666666666667,15.0,14,17
Veltri_test,Veltri test,iamp-ca2l,ECE,ECE,False,0.4596841230257689,0.13333333333333333,14.0,15,18
ProteoGPT_all_predictions,ProteoGPT test,HMD-AMP,AUPRC,AUPRC,True,0.9097788193592311,0.8,2.0,1,2
ProteoGPT_all_predictions,ProteoGPT test,C_AMPs-predict,AUPRC,AUPRC,True,0.9423835808573996,0.8666666666666667,4.5,2,3
ProteoGPT_all_predictions,ProteoGPT test,AMPsorter,AUPRC,AUPRC,True,0.9515415146552452,1.0,1.0,3,6
ProteoGPT_all_predictions,ProteoGPT test,pepnet_fast,AUPRC,AUPRC,True,0.8693646338854664,0.6,7.0,4,7
ProteoGPT_all_predictions,ProteoGPT test,macrel,AUPRC,AUPRC,True,0.8946861665141235,0.7333333333333333,6.0,5,8
ProteoGPT_all_predictions,ProteoGPT test,esm-AxP-GDL,AUPRC,AUPRC,True,0.8881092129552657,0.6666666666666666,3.0,6,9
ProteoGPT_all_predictions,ProteoGPT test,ascan2,AUPRC,AUPRC,True,0.7632795166676176,0.26666666666666666,12.0,7,10
ProteoGPT_all_predictions,ProteoGPT test,ai4amp,AUPRC,AUPRC,True,0.8267073394224648,0.4,9.0,8,11
ProteoGPT_all_predictions,ProteoGPT test,lstm,AUPRC,AUPRC,True,0.8348932189869341,0.5333333333333333,8.0,9,12
ProteoGPT_all_predictions,ProteoGPT test,apin,AUPRC,AUPRC,True,0.8316564718575608,0.4666666666666667,10.0,10,13
ProteoGPT_all_predictions,ProteoGPT test,amPEPpy,AUPRC,AUPRC,True,0.7578527604569416,0.2,11.0,11,14
ProteoGPT_all_predictions,ProteoGPT test,iampcn,AUPRC,AUPRC,True,0.9439605884734773,0.9333333333333333,4.5,12,15
ProteoGPT_all_predictions,ProteoGPT test,ampir,AUPRC,AUPRC,True,0.7707266433544242,0.3333333333333333,13.0,13,16
ProteoGPT_all_predictions,ProteoGPT test,apex1.1,AUPRC,AUPRC,True,0.4225927348129944,0.13333333333333333,14.0,14,17
ProteoGPT_all_predictions,ProteoGPT test,iamp-ca2l,AUPRC,AUPRC,True,0.39642029781036003,0.06666666666666667,15.0,15,18
ProteoGPT_all_predictions,ProteoGPT test,HMD-AMP,AUROC,AUROC,True,0.9377958079783638,0.8,2.0,1,2
ProteoGPT_all_predictions,ProteoGPT test,C_AMPs-predict,AUROC,AUROC,True,0.9532000386361441,0.8666666666666667,4.5,2,3
ProteoGPT_all_predictions,ProteoGPT test,AMPsorter,AUROC,AUROC,True,0.962595061012911,0.9333333333333333,1.0,3,6
ProteoGPT_all_predictions,ProteoGPT test,pepnet_fast,AUROC,AUROC,True,0.8888921085675647,0.6,7.0,4,7
ProteoGPT_all_predictions,ProteoGPT test,macrel,AUROC,AUROC,True,0.9120351588911425,0.7333333333333333,6.0,5,8
ProteoGPT_all_predictions,ProteoGPT test,esm-AxP-GDL,AUROC,AUROC,True,0.9114794423516535,0.6666666666666666,3.0,6,9
ProteoGPT_all_predictions,ProteoGPT test,ascan2,AUROC,AUROC,True,0.8210869635210405,0.26666666666666666,12.0,7,10
ProteoGPT_all_predictions,ProteoGPT test,ai4amp,AUROC,AUROC,True,0.84786760681284,0.4666666666666667,9.0,8,11
ProteoGPT_all_predictions,ProteoGPT test,lstm,AUROC,AUROC,True,0.8751898000579542,0.5333333333333333,8.0,9,12
ProteoGPT_all_predictions,ProteoGPT test,apin,AUROC,AUROC,True,0.8345619627161209,0.3333333333333333,10.0,10,13
ProteoGPT_all_predictions,ProteoGPT test,amPEPpy,AUROC,AUROC,True,0.8405164364596414,0.4,11.0,11,14
ProteoGPT_all_predictions,ProteoGPT test,iampcn,AUROC,AUROC,True,0.968551466563637,1.0,4.5,12,15
ProteoGPT_all_predictions,ProteoGPT test,ampir,AUROC,AUROC,True,0.7795524646640265,0.2,13.0,13,16
ProteoGPT_all_predictions,ProteoGPT test,apex1.1,AUROC,AUROC,True,0.5158620689655172,0.13333333333333333,14.0,14,17
ProteoGPT_all_predictions,ProteoGPT test,iamp-ca2l,AUROC,AUROC,True,0.4842815287034353,0.06666666666666667,15.0,15,18
ProteoGPT_all_predictions,ProteoGPT test,HMD-AMP,MCC,MCC,True,0.711921207438166,0.9333333333333333,2.0,1,2
ProteoGPT_all_predictions,ProteoGPT test,C_AMPs-predict,MCC,MCC,True,0.6462993747521129,0.8,4.5,2,3
ProteoGPT_all_predictions,ProteoGPT test,AMPsorter,MCC,MCC,True,0.7703536433223581,1.0,1.0,3,6
ProteoGPT_all_predictions,ProteoGPT test,pepnet_fast,MCC,MCC,True,0.6213254011248576,0.7333333333333333,7.0,4,7
ProteoGPT_all_predictions,ProteoGPT test,macrel,MCC,MCC,True,0.5962880388360327,0.6,6.0,5,8
ProteoGPT_all_predictions,ProteoGPT test,esm-AxP-GDL,MCC,MCC,True,0.707338596813294,0.8666666666666667,3.0,6,9
ProteoGPT_all_predictions,ProteoGPT test,ascan2,MCC,MCC,True,0.4888368571915231,0.3333333333333333,12.0,7,10
ProteoGPT_all_predictions,ProteoGPT test,ai4amp,MCC,MCC,True,0.5545281026487494,0.4666666666666667,9.0,8,11
ProteoGPT_all_predictions,ProteoGPT test,lstm,MCC,MCC,True,0.5871277238315709,0.5333333333333333,8.0,9,12
ProteoGPT_all_predictions,ProteoGPT test,apin,MCC,MCC,True,0.5359448467329777,0.4,10.0,10,13
ProteoGPT_all_predictions,ProteoGPT test,amPEPpy,MCC,MCC,True,0.46871276818425345,0.26666666666666666,11.0,11,14
ProteoGPT_all_predictions,ProteoGPT test,iampcn,MCC,MCC,True,0.6126718566307833,0.6666666666666666,4.5,12,15
ProteoGPT_all_predictions,ProteoGPT test,ampir,MCC,MCC,True,0.3363921855764189,0.2,13.0,13,16
ProteoGPT_all_predictions,ProteoGPT test,apex1.1,MCC,MCC,True,0.13843161396567857,0.13333333333333333,14.0,14,17
ProteoGPT_all_predictions,ProteoGPT test,iamp-ca2l,MCC,MCC,True,-0.030983900861489656,0.06666666666666667,15.0,15,18
ProteoGPT_all_predictions,ProteoGPT test,HMD-AMP,BalancedAccuracy,BAcc,True,0.8539193148523778,0.9333333333333333,2.0,1,2
ProteoGPT_all_predictions,ProteoGPT test,C_AMPs-predict,BalancedAccuracy,BAcc,True,0.7785569400173863,0.6,4.5,2,3
ProteoGPT_all_predictions,ProteoGPT test,AMPsorter,BalancedAccuracy,BAcc,True,0.8669281045751633,1.0,1.0,3,6
ProteoGPT_all_predictions,ProteoGPT test,pepnet_fast,BalancedAccuracy,BAcc,True,0.8041791429215364,0.8,7.0,4,7
ProteoGPT_all_predictions,ProteoGPT test,macrel,BalancedAccuracy,BAcc,True,0.7481908625519174,0.4,6.0,5,8
ProteoGPT_all_predictions,ProteoGPT test,esm-AxP-GDL,BalancedAccuracy,BAcc,True,0.8535902636916836,0.8666666666666667,3.0,6,9
ProteoGPT_all_predictions,ProteoGPT test,ascan2,BalancedAccuracy,BAcc,True,0.7481670369297144,0.3333333333333333,12.0,7,10
ProteoGPT_all_predictions,ProteoGPT test,ai4amp,BalancedAccuracy,BAcc,True,0.7626620303293732,0.4666666666666667,9.0,8,11
ProteoGPT_all_predictions,ProteoGPT test,lstm,BalancedAccuracy,BAcc,True,0.7979181557680544,0.6666666666666666,8.0,9,12
ProteoGPT_all_predictions,ProteoGPT test,apin,BalancedAccuracy,BAcc,True,0.7695044914517531,0.5333333333333333,10.0,10,13
ProteoGPT_all_predictions,ProteoGPT test,amPEPpy,BalancedAccuracy,BAcc,True,0.7385434173669467,0.26666666666666666,11.0,11,14
ProteoGPT_all_predictions,ProteoGPT test,iampcn,BalancedAccuracy,BAcc,True,0.7997411378344441,0.7333333333333333,4.5,12,15
ProteoGPT_all_predictions,ProteoGPT test,ampir,BalancedAccuracy,BAcc,True,0.6704040696738466,0.2,13.0,13,16
ProteoGPT_all_predictions,ProteoGPT test,apex1.1,BalancedAccuracy,BAcc,True,0.5158620689655172,0.13333333333333333,14.0,14,17
ProteoGPT_all_predictions,ProteoGPT test,iamp-ca2l,BalancedAccuracy,BAcc,True,0.4842815287034354,0.06666666666666667,15.0,15,18
ProteoGPT_all_predictions,ProteoGPT test,HMD-AMP,Recall,Recall,True,0.8124137931034483,0.8666666666666667,2.0,1,2
ProteoGPT_all_predictions,ProteoGPT test,C_AMPs-predict,Recall,Recall,True,0.5655172413793104,0.26666666666666666,4.5,2,3
ProteoGPT_all_predictions,ProteoGPT test,AMPsorter,Recall,Recall,True,0.76,0.7,1.0,3,6
ProteoGPT_all_predictions,ProteoGPT test,pepnet_fast,Recall,Recall,True,0.7241379310344828,0.4,7.0,4,7
ProteoGPT_all_predictions,ProteoGPT test,macrel,Recall,Recall,True,0.5075862068965518,0.2,6.0,5,8
ProteoGPT_all_predictions,ProteoGPT test,esm-AxP-GDL,Recall,Recall,True,0.8248275862068966,0.9333333333333333,3.0,6,9
ProteoGPT_all_predictions,ProteoGPT test,ascan2,Recall,Recall,True,0.7531034482758621,0.5333333333333333,12.0,7,10
ProteoGPT_all_predictions,ProteoGPT test,ai4amp,Recall,Recall,True,0.6289655172413793,0.3333333333333333,9.0,8,11
ProteoGPT_all_predictions,ProteoGPT test,lstm,Recall,Recall,True,0.8096551724137931,0.8,8.0,9,12
ProteoGPT_all_predictions,ProteoGPT test,apin,Recall,Recall,True,0.7406896551724138,0.4666666666666667,10.0,10,13
ProteoGPT_all_predictions,ProteoGPT test,amPEPpy,Recall,Recall,True,0.76,0.7,11.0,11,14
ProteoGPT_all_predictions,ProteoGPT test,iampcn,Recall,Recall,True,0.9972413793103448,1.0,4.5,12,15
ProteoGPT_all_predictions,ProteoGPT test,ampir,Recall,Recall,True,0.7572413793103449,0.6,13.0,13,16
ProteoGPT_all_predictions,ProteoGPT test,apex1.1,Recall,Recall,True,0.031724137931034485,0.06666666666666667,14.0,14,17
ProteoGPT_all_predictions,ProteoGPT test,iamp-ca2l,Recall,Recall,True,0.43448275862068964,0.13333333333333333,15.0,15,18
ProteoGPT_all_predictions,ProteoGPT test,HMD-AMP,Precision,Precision,True,0.8402282453637661,0.7333333333333333,2.0,1,2
ProteoGPT_all_predictions,ProteoGPT test,C_AMPs-predict,Precision,Precision,True,0.9785202863961814,0.9333333333333333,4.5,2,3
ProteoGPT_all_predictions,ProteoGPT test,AMPsorter,Precision,Precision,True,0.9516407599309153,0.8,1.0,3,6
ProteoGPT_all_predictions,ProteoGPT test,pepnet_fast,Precision,Precision,True,0.8089368258859785,0.6,7.0,4,7
ProteoGPT_all_predictions,ProteoGPT test,macrel,Precision,Precision,True,0.968421052631579,0.8666666666666667,6.0,5,8
ProteoGPT_all_predictions,ProteoGPT test,esm-AxP-GDL,Precision,Precision,True,0.8259668508287292,0.6666666666666666,3.0,6,9
ProteoGPT_all_predictions,ProteoGPT test,ascan2,Precision,Precision,True,0.6650426309378806,0.3333333333333333,12.0,7,10
ProteoGPT_all_predictions,ProteoGPT test,ai4amp,Precision,Precision,True,0.8042328042328042,0.5333333333333333,9.0,8,11
ProteoGPT_all_predictions,ProteoGPT test,lstm,Precision,Precision,True,0.7193627450980392,0.4666666666666667,8.0,9,12
ProteoGPT_all_predictions,ProteoGPT test,apin,Precision,Precision,True,0.7131474103585658,0.4,10.0,10,13
ProteoGPT_all_predictions,ProteoGPT test,amPEPpy,Precision,Precision,True,0.6451990632318502,0.26666666666666666,11.0,11,14
ProteoGPT_all_predictions,ProteoGPT test,iampcn,Precision,Precision,True,0.6292428198433421,0.2,4.5,12,15
ProteoGPT_all_predictions,ProteoGPT test,ampir,Precision,Precision,True,0.5517587939698493,0.13333333333333333,13.0,13,16
ProteoGPT_all_predictions,ProteoGPT test,apex1.1,Precision,Precision,True,1.0,1.0,14.0,14,17
ProteoGPT_all_predictions,ProteoGPT test,iamp-ca2l,Precision,Precision,True,0.386977886977887,0.06666666666666667,15.0,15,18
ProteoGPT_all_predictions,ProteoGPT test,HMD-AMP,BrierScore,Brier,False,0.11159677579064588,0.9333333333333333,2.0,1,2
ProteoGPT_all_predictions,ProteoGPT test,C_AMPs-predict,BrierScore,Brier,False,0.16040188903674832,0.5333333333333333,4.5,2,3
ProteoGPT_all_predictions,ProteoGPT test,AMPsorter,BrierScore,Brier,False,0.08726284995253637,1.0,1.0,3,6
ProteoGPT_all_predictions,ProteoGPT test,pepnet_fast,BrierScore,Brier,False,0.14695339532293986,0.7333333333333333,7.0,4,7
ProteoGPT_all_predictions,ProteoGPT test,macrel,BrierScore,Brier,False,0.14337264253897547,0.8,6.0,5,8
ProteoGPT_all_predictions,ProteoGPT test,esm-AxP-GDL,BrierScore,Brier,False,0.12387892523180173,0.8666666666666667,3.0,6,9
ProteoGPT_all_predictions,ProteoGPT test,ascan2,BrierScore,Brier,False,0.2148229213975501,0.26666666666666666,12.0,7,10
ProteoGPT_all_predictions,ProteoGPT test,ai4amp,BrierScore,Brier,False,0.15866542266703787,0.6,9.0,8,11
ProteoGPT_all_predictions,ProteoGPT test,lstm,BrierScore,Brier,False,0.17322780591314033,0.4,8.0,9,12
ProteoGPT_all_predictions,ProteoGPT test,apin,BrierScore,Brier,False,0.17489184092984408,0.3333333333333333,10.0,10,13
ProteoGPT_all_predictions,ProteoGPT test,amPEPpy,BrierScore,Brier,False,0.1554672693819599,0.6666666666666666,11.0,11,14
ProteoGPT_all_predictions,ProteoGPT test,iampcn,BrierScore,Brier,False,0.1670958523106904,0.4666666666666667,4.5,12,15
ProteoGPT_all_predictions,ProteoGPT test,ampir,BrierScore,Brier,False,0.21509242505567927,0.2,13.0,13,16
ProteoGPT_all_predictions,ProteoGPT test,apex1.1,BrierScore,Brier,False,0.3908685968819599,0.13333333333333333,14.0,14,17
ProteoGPT_all_predictions,ProteoGPT test,iamp-ca2l,BrierScore,Brier,False,0.5061247216035635,0.06666666666666667,15.0,15,18
ProteoGPT_all_predictions,ProteoGPT test,HMD-AMP,ECE,ECE,False,0.08177427616926504,0.9333333333333333,2.0,1,2
ProteoGPT_all_predictions,ProteoGPT test,C_AMPs-predict,ECE,ECE,False,0.17636297327394204,0.4,4.5,2,3
ProteoGPT_all_predictions,ProteoGPT test,AMPsorter,ECE,ECE,False,0.0859641788824253,0.8666666666666667,1.0,3,6
ProteoGPT_all_predictions,ProteoGPT test,pepnet_fast,ECE,ECE,False,0.12120712694877504,0.6666666666666666,7.0,4,7
ProteoGPT_all_predictions,ProteoGPT test,macrel,ECE,ECE,False,0.1375,0.6,6.0,5,8
ProteoGPT_all_predictions,ProteoGPT test,esm-AxP-GDL,ECE,ECE,False,0.10753355698405906,0.7333333333333333,3.0,6,9
ProteoGPT_all_predictions,ProteoGPT test,ascan2,ECE,ECE,False,0.19844560133630293,0.26666666666666666,12.0,7,10
ProteoGPT_all_predictions,ProteoGPT test,ai4amp,ECE,ECE,False,0.09992967706013359,0.8,9.0,8,11
ProteoGPT_all_predictions,ProteoGPT test,lstm,ECE,ECE,False,0.15928496659242766,0.4666666666666667,8.0,9,12
ProteoGPT_all_predictions,ProteoGPT test,apin,ECE,ECE,False,0.13886842984409797,0.5333333333333333,10.0,10,13
ProteoGPT_all_predictions,ProteoGPT test,amPEPpy,ECE,ECE,False,0.0806239977728285,1.0,11.0,11,14
ProteoGPT_all_predictions,ProteoGPT test,iampcn,ECE,ECE,False,0.25953958797327387,0.2,4.5,12,15
ProteoGPT_all_predictions,ProteoGPT test,ampir,ECE,ECE,False,0.18453674832962136,0.3333333333333333,13.0,13,16
ProteoGPT_all_predictions,ProteoGPT test,apex1.1,ECE,ECE,False,0.3908685968819599,0.13333333333333333,14.0,14,17
ProteoGPT_all_predictions,ProteoGPT test,iamp-ca2l,ECE,ECE,False,0.5061247216035635,0.06666666666666667,15.0,15,18
